,CD19_Donor76_Day11,CD19_Donor76_Day15,CD19_Donor76_Day21,CD19_Donor86_Day11,CD19_Donor86_Day15,CD19_Donor86_Day21,CD19_Donor90_Day11,CD19_Donor90_Day15,CD19_Donor90_Day21,Control_Donor76_Day0,Control_Donor86_Day0,Control_Donor90_Day0,HA_Donor76_Day11,HA_Donor76_Day15,HA_Donor76_Day21,HA_Donor86_Day11,HA_Donor86_Day15,HA_Donor86_Day21,HA_Donor90_Day11,HA_Donor90_Day15,HA_Donor90_Day21,cluster,Genesymbol,
RGS9,0.801599015,-0.298182593,0.406299106,0.772731762,0.611088975,0.887139695,1.192102176,0.883469125,0.429199711,-3.346774662,-1.427019468,-0.685011485,-0.4865129,0.117389767,-0.462807974,0.338181831,0.178940211,0.330960629,-0.538524516,-0.167726913,0.463458507,C2,RGS9,ENSG00000108370.16
P2RX1,-1.216334735,-0.454469332,-1.136994787,-1.445186014,-0.533618826,-0.978968743,-0.741506224,-0.526304406,-0.96510926,1.133829928,-0.677255826,0.225866685,-0.005068889,-0.017807363,0.438354495,0.695582587,1.215054963,1.026618841,0.556487774,2.342341481,1.06448765,C3,P2RX1,ENSG00000108405.3
HOXB6,-1.006289338,0.300031964,1.050364368,-1.018083491,-0.414680079,-1.106518891,-1.468977894,-0.261792056,0.900521648,-0.430405764,-1.182986617,-1.030687512,0.073322044,0.0296619,0.927101631,-0.360405413,0.348756958,2.511408121,0.341891374,0.389214229,1.408552819,C5,HOXB6,ENSG00000108511.9
ICAM2,0.974983407,0.498881478,1.253383563,1.261609895,0.352540498,1.193981293,1.007926533,0.462292403,1.17188137,-1.998038443,0.575230045,0.63983018,-0.873500038,-1.119859894,-0.307655819,-0.953851985,-1.200399316,-0.847808923,-0.620958019,-0.963939887,-0.50652834,C2,ICAM2,ENSG00000108622.10
SYNGR2,-0.897244276,-0.264968778,0.007199982,-0.852497436,0.276836953,0.199347903,-1.420054154,-0.082526386,-0.261433469,-1.860200812,-1.758928236,-1.297736583,0.567425335,0.671669866,1.075234963,0.811351687,1.194219192,0.707691801,0.889901911,1.225649748,1.069060787,C5,SYNGR2,ENSG00000108639.7
DDX5,-0.569846258,0.910298717,0.865044552,-1.35701681,0.910269703,0.647960894,-0.657934645,1.042703844,0.669546355,-2.751461845,-0.389726359,0.715185479,-0.868771782,-0.165799101,0.546735169,-0.909086715,0.494139039,0.633520647,-1.140766156,0.743489241,0.63151603,C4,DDX5,ENSG00000108654.13
CCL1,-0.941045741,0.749944454,1.727661592,-1.052398748,-0.032425379,0.508681588,-0.915208229,0.022599094,1.22946932,-1.548672868,-1.438429793,-1.548672868,-0.653153347,-0.146539568,1.228579629,-0.542216102,0.518049889,1.00970247,0.191040045,0.622840222,1.010194342,C4,CCL1,ENSG00000108702.3
HSD17B1,1.930649638,-0.10816729,-1.253009016,0.271934362,-0.975275427,-1.887719721,1.456703793,0.422545283,-1.731929162,-0.511833534,-0.985332241,0.297771057,0.71041048,0.965188164,-0.030111316,-0.323059458,0.28621221,-0.240352596,1.247804042,-0.033608981,0.491179711,C1,HSD17B1,ENSG00000108786.10
COL1A1,-1.03520381,-0.931953046,-0.457742311,-0.879543025,-0.970750399,-0.425971795,-0.703901011,-0.986184655,-0.7225558,-0.929585682,-0.876365197,-0.911496673,1.429208317,1.282201786,0.927231608,1.228680416,0.93803682,0.707643703,1.543677591,1.11699178,0.657581383,C3,COL1A1,ENSG00000108821.13
PTGES3L.AARSD1,-0.010109235,-1.088898786,-0.901299172,0.301389651,-0.88436569,-1.304205362,0.146295029,-1.007657461,-0.434147309,-1.304205362,-0.783811148,-0.772357105,0.766037006,-0.279313385,0.409277431,1.238956298,0.625813675,0.946103767,2.399834661,0.935025078,1.001637419,C3,PTGES3L.AARSD1,#N/A
ALOX12,0.731961095,1.003149552,-0.867814307,0.21797501,0.417229603,-0.1120497,0.914317055,0.752702087,-0.115574193,-2.804811382,-2.110423632,-0.81303872,-0.140104518,0.781602301,0.302884904,-0.159914325,0.756541392,0.887009936,-0.462478994,-0.045177373,0.86601421,C4,ALOX12,ENSG00000108839.11
DUSP3,0.413863411,-1.147433428,-0.729751128,0.374598236,-1.059907852,-0.763604236,0.430539237,-1.099985322,-0.454296526,-1.527499771,-0.929304799,-1.396324886,1.414951627,0.080850388,0.780588286,1.427203684,0.450133776,0.819719607,1.762340022,0.371569251,0.781750423,C3,DUSP3,ENSG00000108861.8
HLF,-0.645284513,-0.383994268,0.044513097,-1.044698753,-0.608226584,-0.152855215,-1.088115358,-0.929716598,-0.355343514,-1.172939739,-1.278136765,-1.145127791,1.254265163,1.398841018,1.418347107,0.973076145,0.597198506,1.82653729,0.291571756,-0.086295239,1.086384255,C5,HLF,ENSG00000108924.13
SLC16A6,0.708120797,0.506277516,1.07914924,-0.307821866,0.422976103,1.191601065,0.460888921,1.408935122,1.465337085,-0.151604486,-0.262453678,1.406241096,-1.291516922,-0.414993175,0.047968626,-1.895241554,-0.638879761,-0.610386008,-1.096560716,-0.516087579,-1.511949826,C2,SLC16A6,ENSG00000108932.11
MAP2K6,1.719073082,0.142842346,0.821459241,1.832956795,-0.718581457,0.267506142,0.770538673,-1.061348258,0.683786189,-1.378770206,-1.855403485,1.498613978,-0.190205281,-0.218783812,-0.11500918,0.01539384,-1.039014212,-0.006524954,0.350845037,-1.051551136,-0.467823342,C2,MAP2K6,ENSG00000108984.13
DHRS7B,-1.537353913,0.32986908,1.072496946,-0.096408437,-0.215519283,0.423937574,-0.582081858,-0.087448034,0.913878388,0.755784716,-1.346329873,-2.612202104,-0.621341878,0.812705382,1.270102508,-0.276765124,1.256984643,-0.726592938,0.088685029,0.266727351,0.910871825,C4,DHRS7B,ENSG00000109016.17
MYH3,-0.345058828,-0.374717127,-1.399877245,-0.514175428,-0.310787088,-1.484784938,-0.247565571,0.579159137,-0.797705244,1.339241757,1.595228729,2.017130728,-0.617222818,1.327376203,-0.684034398,-0.984712155,0.452913561,-0.34014134,-0.471963253,1.28474379,-0.023048472,C1,MYH3,ENSG00000109063.14
IFT20,-0.546719825,-1.5787026,0.358785778,0.222513381,-0.528606934,-0.012933931,-0.537874784,-0.497813909,-0.315929491,-1.736422906,1.446641235,0.54521869,-1.162117769,-0.328352053,1.127939277,-0.34406231,0.825782269,1.955912789,-0.828706204,0.33819328,1.597256018,C5,IFT20,ENSG00000109083.13
ALDOC,0.480069629,-0.181777697,-0.40429895,0.54148077,-0.022621258,0.099139964,0.60874214,0.08288652,0.168023,-2.362405587,-2.095490962,-2.272876806,0.694101428,0.065894057,0.553226632,0.882925588,0.505026411,0.526843418,0.977750576,0.589741697,0.56361943,C1,ALDOC,ENSG00000109107.13
DCUN1D4,1.502014266,0.169316446,-1.235496511,1.12375666,1.243242521,-2.225550937,0.462778126,0.502369387,-0.271310925,-0.720533516,-1.425669134,0.147682924,0.595648401,-0.649584486,0.365068426,1.381835542,0.954463388,-0.664934051,-0.457110495,0.154918551,-0.952904583,C1,DCUN1D4,ENSG00000109184.14
USP46,0.130871559,0.838258667,2.527695321,-0.924042822,0.089193507,0.725627213,-0.831331493,0.419634795,0.289229348,-1.720118484,-1.265466976,1.117908773,-0.545213709,0.024829964,1.173439346,-1.262297912,-0.163436865,0.298239119,-1.108373673,-0.144233887,0.329588209,C4,USP46,ENSG00000109189.12
NMU,-0.668960289,-0.332126297,-0.355549433,-0.668960289,-0.668960289,-0.202809578,-0.668960289,-0.668960289,-0.014349444,-0.668960289,-0.668960289,-0.668960289,-0.208097792,-0.668960289,1.326424189,0.093098937,0.084704795,2.746724614,0.223709767,0.157626825,2.501286021,C5,NMU,ENSG00000109255.11
KIAA1211,-0.906854315,-1.074378549,-0.808412509,-1.073314869,-0.068818772,0.769889196,-1.037708843,-0.636904891,0.625067215,-1.106914722,-1.106914722,-1.074442299,-0.004889619,0.138822945,0.102193786,0.920411791,1.143493647,1.895675849,0.973937427,0.573013025,1.757049229,C5,KIAA1211,ENSG00000109265.13
NFKB1,0.927785692,0.956119345,1.893702348,0.223068483,0.40742272,1.556939176,0.197024761,0.381906419,1.427869826,-2.207880978,-1.308890725,-1.100753641,-0.044778692,-0.445827636,0.007674177,-0.034739279,-0.488435425,-0.378263514,-0.402926708,-0.749986183,-0.817030167,C2,NFKB1,ENSG00000109320.11
AREG,-0.947247528,-1.004838096,-0.715036152,-0.853784104,-1.004838096,-0.083507616,-0.647982834,-0.642253443,0.752371773,0.129205385,1.996504621,1.714231423,-0.482051117,-0.207937718,-0.113161764,-0.261724154,-0.657173466,1.710454359,-0.28685089,-0.295060712,1.900680128,C5,AREG,ENSG00000109321.10
MANBA,0.827625849,-1.473192055,-0.209267711,0.873617119,-1.029924993,-0.377132751,0.987507696,-0.887398056,-0.4431047,-2.750266828,0.232783835,-0.040743323,0.663667448,0.466379322,0.59875665,1.307681259,-0.547532007,0.855400634,1.100155174,-0.613976378,0.458963815,C1,MANBA,ENSG00000109323.8
GAB1,-0.807975835,-1.066435924,-1.226170633,-0.872568878,-1.109112592,-0.854324875,-0.414365952,-0.321756022,-0.530528596,-1.183877597,-1.257100657,0.395809939,1.224764623,0.948241631,0.743005558,0.555489494,1.184562456,1.068585393,0.975137183,1.652642076,0.895979209,C3,GAB1,ENSG00000109458.8
IL2,-0.647982267,-0.647982267,-0.097470966,-0.647982267,-0.647982267,-0.36464705,-0.647982267,-0.647982267,-0.40688146,-0.647982267,-0.181326585,-0.647982267,0.310673968,0.556190039,-0.38673352,1.017974517,3.255145195,-0.436916497,0.958991116,1.606841649,-0.647982267,C3,IL2,ENSG00000109471.4
NEIL3,0.964024009,0.599646334,0.086419314,0.808057954,0.539269747,0.329851417,0.901311256,0.446016775,0.070324013,-1.96363325,-2.37077976,-2.287550523,0.601667847,0.351597205,0.148423792,0.707560878,0.028171954,-0.383553697,0.750442811,0.112539531,-0.439807605,C1,NEIL3,ENSG00000109674.3
MFSD10,-0.752722532,-0.937230117,-0.468740137,-0.796379397,-0.908974639,-0.24598382,-0.752628016,-0.873905275,-0.445791105,-1.021786751,-1.270256208,-1.139654689,0.762087877,0.277497354,1.195909137,0.862877313,1.278448383,1.344756337,1.341114846,1.289411934,1.261949505,C3,MFSD10,ENSG00000109736.14
LRP2BP,0.318293116,-1.152699602,-1.554190098,0.391052264,-1.208932307,-0.499592628,0.452592955,-1.215626635,-1.061998518,-0.732631807,-1.373693509,0.174680499,1.594559093,0.197081883,0.080674251,0.953353512,0.29657047,0.629246136,1.776176788,1.062075549,0.873008588,C3,LRP2BP,ENSG00000109771.15
KLF3,-0.298130928,-0.23633441,-0.047714729,-0.101888281,-0.004475385,0.138641689,0.016174186,-0.056837422,-0.131374669,1.890503456,2.231603845,2.658698744,-0.751070014,-0.734815491,-0.799650445,-0.416491612,-0.729354988,-0.661635151,-0.654282654,-0.705788413,-0.605777326,C2,KLF3,ENSG00000109787.12
CRYAB,-0.987474695,-0.392525729,0.819215013,-0.995874034,-0.267780081,0.479647042,-0.325113098,-0.932388615,1.266756817,-1.442085821,-1.285429889,-1.442085821,0.083863341,1.415975206,1.302310869,-0.438891945,0.50364329,0.985891121,-0.623936867,1.590121332,0.686162563,C5,CRYAB,ENSG00000109846.7
CRTAM,-1.033296584,-0.226497185,1.074055994,-0.979485004,-0.868227613,0.682126964,-1.043254926,-0.762632462,1.300783891,-1.539250085,-1.270586062,-1.299032605,-0.103440431,0.049740576,0.835174965,0.061607531,0.729371309,1.506830063,0.674415067,0.884124215,1.327472383,C5,CRTAM,ENSG00000109943.8
VWA5A,-0.040616522,-1.101166474,-0.98858387,-0.025051796,-1.01056885,-0.537957433,-0.010567191,-0.315923193,-0.868424273,-1.280623982,-1.388315641,-1.550597908,1.012352245,1.233367136,0.539288306,1.247925604,1.115790735,0.96933698,1.165542411,0.757976641,1.076817075,C3,VWA5A,ENSG00000110002.15
CCDC86,0.024561068,1.407424561,0.557700253,0.035984307,1.454781892,0.451746919,-0.112448434,1.319545307,0.48527612,-2.743951752,-1.174534029,-1.441490715,-0.629279261,-0.001250486,0.183717897,-0.822632911,0.693042969,0.067522943,-0.561741276,0.701339635,0.104684994,C4,CCDC86,ENSG00000110104.11
ANAPC15,0.676763577,0.997449275,1.553462478,0.395961286,1.287156118,1.618224794,0.381657298,0.97678097,1.281364834,-0.412964855,-0.166696234,-0.322606815,-1.299315004,-0.880481484,-0.166064722,-1.258569275,-1.252097727,-1.079143489,-0.858938686,-0.615249857,-0.856692483,C2,ANAPC15,ENSG00000110200.8
GALNT18,0.069128046,-0.667460387,-1.266966463,-0.098623754,-0.340045377,-0.572027193,0.245627221,-0.590903759,-0.884559289,-1.382005551,-1.363465858,-1.348464596,1.443053892,0.004470534,1.006850395,1.29200083,0.742019844,0.41852274,2.116126708,0.748264461,0.428457556,C3,GALNT18,ENSG00000110328.5
UPK2,0.013709155,-1.026707876,-1.026707876,1.182916984,-1.026707876,-0.585091225,-0.477966486,-1.026707876,0.053250288,-1.026707876,-0.058789741,1.360685424,1.474151934,-1.026707876,-0.270775507,0.699261188,-0.52576183,1.036719571,2.335498778,-0.428023391,0.350462116,C1,UPK2,ENSG00000110375.2
NECTIN1,-0.743306925,-0.856320008,-1.210409285,-0.583508964,-0.918359812,-0.52885615,-0.32655817,-1.119501423,-0.381465362,-0.416024896,-0.354603933,-0.315855212,2.055855126,0.265806546,-0.579883456,2.361430765,0.62472365,0.678359656,1.518525717,0.707331739,0.122620397,C3,NECTIN1,ENSG00000110400.10
MDK,0.053608457,-0.800891058,-0.81934185,0.24629484,-1.172387965,-0.054051266,-0.298574865,-0.605372426,-0.589666699,2.29938176,2.36062735,1.856836896,-0.96320815,-0.730842264,-0.350392054,-0.264546468,-0.257783874,0.001989421,-0.470623528,0.144194804,0.414748938,C1,MDK,ENSG00000110492.15
SLC22A18,1.224644322,-0.632718047,1.011206758,1.528107885,0.566137311,0.105267299,1.446913881,0.547732085,0.283565851,-0.961294249,-2.440374047,-0.246249401,-1.597244483,0.540811164,-0.028911884,0.048154592,0.268674321,-0.774270267,-0.857522016,-0.62547883,0.592847756,C2,SLC22A18,ENSG00000110628.13
SLC35F2,-0.436985335,0.578000278,0.509741649,-0.543770677,0.629000008,0.361843786,-0.631689892,0.264695807,0.299491947,-2.635380608,-2.123144992,-1.623512657,0.391560593,0.46879562,0.988173816,0.317312505,0.85489812,0.454054311,0.411473402,0.972464019,0.492978298,C4,SLC35F2,ENSG00000110660.14
C11orf21,1.07512758,0.190677147,0.292197234,0.686346951,-0.287414794,-0.1757617,1.285944333,0.717193746,0.226320043,1.131018627,1.022497175,1.710896883,-0.288575337,-0.545966839,-1.241262054,-0.846346008,-1.795237495,-2.095952397,-0.244001343,-0.505138181,-0.312563571,C2,C11orf21,ENSG00000110665.11
CHKA,-0.566595435,1.210743665,2.960988801,-1.801643544,0.733200256,0.224277031,-1.330526891,0.538705242,1.122780828,-0.151864999,-0.19069315,-0.156213043,-0.239947703,0.097682805,-0.612183853,-0.117945462,-0.777620178,-0.631088029,-0.34865832,0.577696376,-0.541094395,C4,CHKA,ENSG00000110721.11
EXPH5,0.090855979,-0.346467231,-1.384080015,-0.044014717,-1.293142146,-1.737561183,0.493070786,-1.065515485,-1.089481132,-0.971995771,-0.254528643,0.489296057,1.584092436,1.834197706,-0.14398439,1.441614382,0.758264496,0.688988447,0.112001231,0.595400079,0.242989113,C3,EXPH5,ENSG00000110723.11
POU2AF1,-0.783033877,-0.448252245,-0.292853488,-1.215495013,-0.863682004,-0.686014637,-0.511128688,-0.745001323,0.039495376,-1.705650979,-1.084780748,0.020867867,0.293471429,0.040507,1.135582013,0.081364196,0.62955317,1.03293267,1.859094583,1.416082873,1.786941828,C5,POU2AF1,ENSG00000110777.11
PTPN5,-0.839895925,-0.302925652,0.98854606,-0.783171585,-0.926480855,2.10578789,0.032494991,-0.490181835,1.763812283,-1.424192265,-1.235102042,-0.544176451,-0.675450612,-0.107519547,1.3371221,-0.669200633,0.317740045,0.496643114,1.286225619,-0.587672379,0.257597677,C4,PTPN5,ENSG00000110786.17
PPFIBP1,0.026201163,0.937873891,1.386159831,-1.024721409,-0.572045917,-0.393831355,-0.547194401,-0.222068511,0.023912847,-2.376153633,-1.935725213,-0.927065617,1.23201112,0.978521227,1.282108053,0.121097375,0.317349932,0.475734104,0.597385206,0.474196399,0.146254907,C4,PPFIBP1,ENSG00000110841.13
CD69,0.660846743,-1.038105877,-1.44595565,1.38020295,-1.165282356,-0.910068637,2.145582833,-1.192640089,-0.34634488,-0.19695859,1.397105699,1.430472192,0.296856011,-0.100190048,-0.869878027,0.669586263,-0.273467475,-0.297532093,0.498882323,-0.636800675,-0.006310618,C1,CD69,ENSG00000110848.8
SELPLG,1.07729249,0.239807292,0.545871854,0.978699531,0.565025054,0.933848217,1.381490492,0.960659793,0.644525463,-2.636126308,-2.007500194,-1.194466251,-0.220173317,0.030052981,-0.332392747,0.373102515,-0.203386958,-0.381584762,-0.208001678,-0.313632477,-0.233110989,C2,SELPLG,ENSG00000110876.9
TSPAN11,0.434103496,-1.063188119,-0.569434136,-0.410971081,-1.154301565,-0.780887444,0.537991556,-0.842410459,-1.022075742,-1.154301565,-1.154301565,-1.040750672,1.699924397,1.112234547,1.449503911,0.162287016,0.159448014,1.525392637,1.179299801,0.360864158,0.571572817,C3,TSPAN11,ENSG00000110900.14
BIN2,1.089868252,0.237835215,0.278206468,0.765546204,0.239337507,0.508284942,1.211953882,0.638279936,0.330546695,0.26419999,1.903962557,1.507584253,-0.878411253,-1.054098201,-1.490889844,-0.280749923,-0.887430155,-1.010335793,-1.192938057,-1.212422226,-0.968330449,C2,BIN2,ENSG00000110934.10
IL23A,-0.496039332,-1.475616808,-1.017213431,-0.286068794,-1.001147412,-0.440319568,-0.081971952,-0.948053401,-0.553016015,-1.587114504,-0.485237483,0.113844474,1.13731685,0.855852172,0.220902328,1.350412901,1.690039921,0.140328953,1.883065982,0.982247072,-0.002211953,C3,IL23A,ENSG00000110944.8
BCL7A,2.142358368,0.217840554,-0.106111101,1.295195917,0.440492899,0.554133541,2.256359945,0.349860088,0.051201124,-0.569730022,0.149658176,0.88183726,-0.818630594,-0.78696787,-0.83913782,-0.585684514,-0.653068195,-1.096317609,-0.753332872,-1.189903757,-0.940053517,C2,BCL7A,ENSG00000110987.8
CYP27B1,-1.688511155,-1.103828778,0.554691836,0.091884409,-0.327423802,-0.026806023,-1.090436692,0.441397607,-0.207035441,-1.688511155,-1.563506645,-0.626572169,1.453451762,0.851035098,0.033657653,0.405090359,0.623606214,0.847463878,0.70077776,1.901771584,0.417803701,C5,CYP27B1,ENSG00000111012.9
LIN7A,-1.146078658,0.032288822,0.032479689,-1.085544411,0.401874342,0.06385582,-0.84712397,-0.541405178,-0.10417186,-1.261053703,-1.261053703,-1.261053703,0.06474727,0.638885331,1.767586042,-0.816958313,0.840539602,1.597436413,0.04171519,1.27585125,1.567183728,C5,LIN7A,ENSG00000111052.7
TNS2,-1.593882555,0.297769298,0.047943828,-1.0923394,-0.434035666,-0.657127841,-0.661918422,0.490812023,-1.073225506,-1.593882555,-0.387755928,-1.186594679,0.055408258,0.911810675,1.210182825,0.625894867,1.064289689,0.846339245,0.454586037,2.143882209,0.531843598,C5,TNS2,ENSG00000111077.17
GLI1,0.623765574,0.183265605,0.622454977,1.081773776,-1.096509271,-0.193825112,2.057287627,-0.8531864,-0.177112438,-2.418264404,-0.696957447,1.001507483,0.036324607,1.093337461,-0.963598701,-1.003453183,0.492948174,-0.349612918,-0.021706798,0.916997414,-0.335436028,C1,GLI1,ENSG00000111087.9
ELK3,-0.300285242,0.469440651,1.118941152,-0.74461752,0.59629633,1.212108562,0.233169254,1.044175774,1.510403112,-2.655025887,-2.211722181,-0.140129694,-0.242915581,-0.241863118,0.110139811,-0.053393833,0.458178956,-0.139264291,0.101678617,0.3192395,-0.44455437,C4,ELK3,ENSG00000111145.7
WNT5B,-0.492375447,-1.278469019,-0.891133635,-0.525838139,-0.655557525,-0.336091948,-0.316168605,-0.449344277,-0.829002575,-1.251845457,-1.215306204,-1.240227478,0.63496453,0.509092291,0.89152089,1.630485487,1.133772604,1.274737536,1.015412634,1.090962282,1.300412053,C3,WNT5B,ENSG00000111186.12
FGF6,-0.725958149,-0.167910024,2.04552382,-0.725958149,-0.163228938,-0.725958149,-0.725958149,-0.208643096,1.000296242,-0.725958149,-0.725958149,2.061892573,-0.725958149,-0.725958149,2.209445137,-0.725958149,-0.13684779,0.323689174,-0.725958149,-0.123008713,0.418373102,C4,FGF6,ENSG00000111241.2
SH2B3,0.362899442,1.306204477,2.216972851,-0.234848893,0.345124376,1.438380984,-0.377833726,0.146166395,1.086532883,-1.345474956,-0.638913459,1.174645286,-0.150790242,0.014232534,-0.575371272,-0.495996154,0.076651186,-1.288325728,-0.796628315,-0.584687631,-1.678940039,C2,SH2B3,ENSG00000111252.10
NAA25,-0.774811983,1.285540463,-0.546869261,-1.304271716,1.069571492,0.927187423,-0.832099512,0.936236769,-0.313020863,-1.415630566,-0.817720507,-1.038430228,1.022426369,0.05378552,2.093721612,-0.519101046,1.150088234,-0.146637423,-0.88723609,0.524043921,-0.466772611,C4,NAA25,ENSG00000111300.9
OAS3,0.147595508,0.70701841,1.067855926,-0.148835873,0.555049762,0.687960076,-0.331796752,0.235641768,0.577489424,-2.740275038,-1.887420753,-1.386422304,0.552210005,0.25906488,0.593364355,1.477402158,0.691598317,0.242420879,-0.292708174,-0.553203729,-0.454008846,C4,OAS3,ENSG00000111331.12
MGP,-0.463078239,-0.233723773,-0.634764997,-0.300991118,-0.41397402,-0.755451106,-0.241257492,-0.755451106,-0.755451106,3.532636036,1.81725176,0.887754269,-0.180975875,0.237052975,-0.059312132,-0.415985516,-0.013122687,-0.424340747,-0.453791486,-0.139415238,-0.233608402,C1,MGP,ENSG00000111341.9
RASAL1,-0.898841557,-0.726611469,-1.085243735,-0.140701448,-0.763437654,-0.967914391,-0.82722521,0.063599628,-0.52600779,-1.326230887,-0.766163026,-0.394550111,0.284233857,0.083511556,-0.467104776,1.305380272,1.469986483,1.162082708,1.789285403,1.479314622,1.252637527,C3,RASAL1,ENSG00000111344.11
VDR,-0.282130956,-0.122647749,-0.031505806,-0.450741121,-0.13218557,0.149276301,-0.182812862,-0.006237604,0.363888457,-2.234495586,-2.084218934,-2.10787124,0.871544083,0.691917131,0.883227538,0.749537972,0.693366319,0.789875467,0.964744555,0.673843772,0.803625833,C5,VDR,ENSG00000111424.10
STX2,1.061569763,0.48139784,-0.516945813,0.757923514,0.799062074,-0.415263945,1.336408074,1.307353766,-0.137709892,0.381708645,1.285308086,1.685602118,-0.712957449,-0.784444754,-1.137396508,-0.776132813,-0.248359669,-1.511819282,-0.785474394,-0.43928839,-1.630540972,C2,STX2,ENSG00000111450.13
